A_f1,A_f2,A_f3,A_f4,A_f5,A_f6,A_f7,A_f8,A_f9,A_f10,A_f11,A_f12,A_f13,A_f14,A_f15,target
-2.86423550340412,3.929434375890401,1.3999061474383132,-1.9060034442061062,-0.8769025060911071,2.253793714160567,0.35093049620571104,-0.1946529141940564,-0.3502487913573862,-0.9097059023862678,2.553320871766213,-0.46757023221797567,7.490567691964058,0.6370688445705321,0.2554478683060504,0
1.470413560347731,2.5010165577404795,-0.5854814042296359,1.3570884850578917,1.6990034962628773,-0.33407185117662497,-2.8256376782748927,-2.435201267665776,-1.545538561694602,0.2575570881686896,-4.436675977334469,2.4475037694393693,-0.8997643596111216,-0.01011084975268961,-1.4298467964328774,1
2.6474301020231805,-3.4532056119482366,-4.020866093516965,-4.94723839535086,3.848747306191746,-1.6471129675990053,5.160680666413283,-1.7399369987026228,1.741400095228164,-5.474202746491066,2.393346146542128,4.591279371127709,0.3510531800046164,0.04550656889083515,-3.504753873111841,0
2.3641797753000113,1.5764863697207536,1.8933073327148993,2.966086462427687,-4.734528337163168,0.3713835856936166,-3.0883621220746296,-3.849545643370144,5.204038935628863,2.194731462012074,-1.6525870389732864,0.9279830378136041,1.983370196007989,0.3572925102757125,2.179453106305738,1
0.8336168710763519,-2.366677088047145,-3.6210395540147413,-1.2844156220558793,0.34372305584691965,-1.2219032953860554,3.1779354032954346,1.1022075939313805,-1.8487062215012462,0.5243654228856183,3.2057673164958094,-4.5159024097072376,-1.351361470505101,-7.032572125248417,2.119540079329262,1
-1.6046073244890806,-0.38624249894755414,-1.5923572774500334,0.5694647395227426,-1.3469488413785498,-3.928553877366981,0.6761941678987038,1.0569516073150895,-2.071467958900169,-1.5884702778541095,0.8630632757763149,-2.846513015984626,0.4506547143992572,-2.4242310138775793,-0.38858049520280147,0
5.668995489427648,-2.214786933443735,0.5039431552465967,-4.460163021423574,0.13088319021678174,0.3579344338092445,-0.8134559165115318,-1.1515312392099575,1.444846430489974,0.7664674438640184,-1.889224295653047,2.548183996652372,0.2781003594383683,-1.6918901520872325,-1.400313925258068,1
2.2202123348369294,1.8312057570782883,-1.4127541747334842,2.7405197338151006,-1.6282277341567597,-3.4284362973609883,0.205609263693051,-0.7158917886947456,-0.3738498512436703,0.9003291382772554,3.1981971694819493,-4.628661223338828,-4.717029987682059,1.193901660311631,4.354258366551104,0
-2.314545867084463,-1.0010684933920824,-1.2473851171206305,-1.685833248109868,-1.8915171712562042,0.7661959009815877,3.630998104169449,-0.5677288285148805,1.2696311561276006,1.4210179652531028,1.7206853979143961,-0.8554302997699053,4.901146845030285,-2.647111317837887,0.7433136701769099,0
4.361098462331526,-1.7640217254510895,0.17047086405738987,6.190984048568058,-1.4894146260182617,5.387241068233244,-6.23193173227772,-2.8082127381974535,-0.3528491494722733,-0.8339245252862824,-2.974304514652097,4.938538207116487,-1.8727542012782856,0.9161936956700444,3.1453313822186844,1
0.78206192292267,-1.2618594536000196,0.8750197310142998,3.2961482945106795,-6.278918487365056,-1.0424792547841144,3.4799682496085698,2.6081993178117733,-1.0854402941479764,-3.6608154648720763,1.630163047752139,-3.6402411219237885,0.7260219287021408,-8.481735257137579e-05,-0.8569625540922472,1
-3.0135308460470283,0.6942244373286559,1.4099149235265611,-1.534917363996298,-1.6038070612626845,-2.9121148808200434,3.4333665137785143,-0.43359804627237253,2.6515166885710917,-1.8399718168244692,-0.26942893930059175,0.2949777144736001,4.9525438977124905,-1.3243433440103458,-4.112968327324035,0
1.5972002488334534,-0.9318615832629882,1.2198875876100144,5.6629598786576505,-5.3938792318666025,-2.537958675144896,0.1845044785822233,1.5659616296964418,-0.20555500949469907,0.5901723767007189,5.292584953238196,-5.837898594835029,1.597221065298616,1.2733955012681992,0.19980399356482859,0
0.8080813777309982,2.214660469488729,-3.7659720258829017,4.967840287468381,1.8823775127273907,5.700530889944527,-2.566824491188966,-2.3063256018976306,-2.6292016765729858,0.9622611224655467,-3.935176021549968,4.886694993304424,-2.65525484574404,1.6763944293569608,-0.30040193244303803,1
-2.2882040962085504,-1.4804312928912529,1.4370974610430318,0.6535572144253572,3.003266697208729,0.395122182876259,2.162779317971104,-2.6697769628084567,2.1527039320075856,2.7087851065662387,2.7901158747819355,-2.24187893410748,3.377569030459329,-2.6081486342796123,2.9463700523739336,1
3.6448330046549358,-0.5607659456959169,0.6128817454056322,0.2539949039391274,-3.0754740256626665,3.3392672834897774,0.957805380181171,-0.6158357428400794,3.783655675627837,5.446751371910045,-0.5248215959282619,-1.5112899095118926,1.6512348703631925,0.6425093818850166,1.604832776907267,1
0.6544421002545926,3.2270934664243804,-0.16831907300021332,0.6926844094856028,0.22888409569015833,-0.77428811824677,-1.788341888602322,-4.494635098789063,-3.5887424863129107,1.714900326059961,-2.482073447981083,1.9668318461217986,2.3948183467875674,-0.3940838422807491,-2.5786752835060067,1
-0.5302077898728059,1.7507314907555316,-1.2663610957040126,-0.7051847101599233,2.2327112308900485,-0.8871695244369882,-1.214350822246137,-0.13907974209234797,-3.114836082300251,0.14870920613980254,0.6465402928832065,0.3262540885638323,0.7956839373465084,1.7304275650302468,0.4191054983675415,1
-0.7857778008220722,-0.9233113858906555,-2.3088603314449525,0.1517921007878691,-3.0941787524195132,-1.4311363761252605,4.458831064499753,-0.16638527876164244,-2.389652465346721,1.3470975925665096,2.390916001495971,-0.047729836320843044,-0.9851319612244801,-7.6337258412878635,1.4714388262564997,0
-2.740891131181132,-3.0101161167751367,3.9889059588913254,1.0842719289471456,2.52365175980298,-1.6453605372901958,2.5083249601326356,-1.9897850036136893,-0.08206179934252666,-1.251159850545199,-0.9506893166479355,-1.0089370060897656,-2.835399370007548,2.1753332259402085,2.3886678592232915,0
-0.4393951355903971,1.3194937021216693,0.07854461667602775,1.8366434793772366,1.554625437402816,-1.8572569910655419,-0.4405569169059804,1.995200283079178,-1.4015083715473011,3.550229197853046,2.5354503875282584,-5.746268856449317,-0.010297203853032233,-2.079601464389004,0.7028975909829036,0
-2.764242504921185,2.4587819546691505,-5.092626029450086,-3.341048503717814,5.375905957427644,-1.1110215216022497,-3.2089361972577555,-6.255893317870202,-2.002362146419561,-1.8968466357843847,-2.3555887994717684,-2.610677678494447,-1.7280617915787189,0.8447960663723815,0.7060382461325314,0
3.2663160150389943,-2.866839460007392,2.129825791806768,1.8969771191276772,-3.2147077953484744,-0.6284037555358504,0.4482245896517494,-2.8163924025938334,3.241147723832098,1.3117487468316629,2.0858201039905477,1.2238032948002713,3.4952155926411557,-1.3713099040265266,2.9631719048343497,1
