B_f1,B_f2,B_f3,B_f4,B_f5,B_f6,B_f7,B_f8,B_f9,B_f10,B_f11,B_f12,B_f13,B_f14,B_f15,B_f16,B_f17,B_f18,B_f19,B_f20,B_f21,B_f22,B_f23,B_f24,B_f25,B_f26,B_f27,B_f28,B_f29,B_f30,B_f31,B_f32,B_f33,B_f34,B_f35,target
-0.17531517076589756,0.32173164331682,-0.31070129623485315,-0.16193246350495688,1.3379150415367076,0.2925674320535533,2.82112664607314,-0.4515096658834272,0.9516930436601833,-0.32268320122296157,1.6774811207515024,-1.8973281602852623,-1.4224867754569863,-0.9133028130450036,0.852460448977649,0.6211764673332185,-0.4158777923136007,-0.788340220870672,-1.8659361948404873,-0.9384926759403345,1.7031900145922332,0.9701687085316473,2.033520932673124,-1.4310337224812604,1.2184305567451017,-1.3392060161487247,-1.1475110624454619,-1.462284717944998,-0.20464649366793874,-0.9942319545737041,1.6132376739020589,0.8480306283996246,0.004214416006195713,0.3078816100944042,0.0022927569522742347,0
0.35715298711854876,1.607572407875795,0.6446518328752333,-1.0042162240010606,-0.45467142736182825,-0.5656325431410346,0.5012489145472292,2.703459262339654,-0.4080825266878935,-1.446834151610121,-1.9966723314886474,-0.26384265664236395,-0.6725388290976496,-0.1555209458299528,-1.1563061168483222,1.2633500793024406,-0.18667188523283462,0.33222005440812596,-0.632466827699385,-0.5524226774147731,1.0834401272418073,0.07816250700035547,0.16017340474376357,0.3478513820528225,-1.1025559213203941,2.0863125230501653,0.15695714963916826,-0.5157068565015204,1.4548236110371815,1.513196157631449,0.5427237338960869,1.2923211243811794,-2.4294135941509323,0.20495994605563855,1.777040282317382,0
0.8403499483518234,-0.21364024682623683,0.15622789980902388,-0.43070057330631106,0.3975613033717844,0.193670571880911,0.8041931390285271,2.171490046264928,2.1166786312738624,1.1987064237854481,0.5067686196798891,1.339434166590949,-0.13583099601939008,0.8816344152319319,-0.42690868711704577,0.9300485752951438,0.9733744493865836,-1.1762567479454462,1.3343391129052198,0.07367980926494352,-0.08742231386989534,-0.22192515019867304,-0.028800819699881648,0.8406013580168666,1.3176372766281867,0.5561051882043997,1.3069642136321409,1.151022378201074,-0.2322851717684565,-0.5220406483868127,-0.9441866858866826,0.8967305626758713,-0.6710871984030522,-1.232627697101827,1.7575048817717762,0
-1.7742371160736725,0.24139928278313685,1.495702464105508,-0.1542476302915818,1.2109297931657055,0.06647489093965932,-0.08100705900551719,0.6164800169570382,2.268419631348735,2.0758865372151467,1.3744634888878382,0.02111059283815965,-1.3275690303230903,0.5204221103480462,0.2684384099577503,0.3971841490993354,-0.25196936117127366,0.47078248176089105,-0.07352368212874738,-0.032581827573196595,0.7490073962500193,-0.548477777475895,0.9569417289994814,-0.6130956287582451,-1.122889041560115,-0.3025586201557365,-0.33922490109598574,1.5874186289244558,-1.7597322940677727,0.45211512375953405,0.018353989691566812,0.17616651751094653,-0.5202809377180979,-0.3908819207279208,-0.5019244810111679,0
2.247680216541447,0.06816921069903828,0.9270172823783687,-0.06904117066527773,0.008410626781258557,-0.8481214220310356,1.4960978222986197,1.5803261070010846,0.44582432059164173,-0.8016134496528051,1.0559578124353188,0.41558914271587466,-2.1754771995744715,0.7340546793501388,0.5713597071650268,-0.1508237908282019,0.41539769210350336,-0.351500983948027,1.2189557438069676,0.12144634214509743,1.0563154624346915,-1.13747124667397,1.5612408894593344,0.5589253666391252,1.597878886223795,-0.378771711040866,-0.3936801068301141,-0.07794224664139351,0.7647558344225625,-0.04345908869973491,0.01718552446768228,-0.06916720573972578,1.8197991603911794,-0.6263392277447127,-0.9998789405646724,0
-1.7908488197562473,-0.5231152846100484,-0.023823031015132553,-0.9859166652110988,0.8493277165233915,0.08707152851039308,2.1097319347382344,1.0369622085108965,-0.5548258971377819,1.9721970148153343,0.4185579999489495,-0.936020971337861,0.15883280889314388,-0.372014880721132,1.5802977593922436,0.00522008565952382,-0.4778981670767384,1.172679109470319,-3.2375142572647855,-0.9044758210353979,1.8674478010715907,-0.5717605391018418,-1.2268173500502837,-1.1001176012587925,-1.3279994079563844,0.4704775521936409,0.34176815170743,-0.24366565448924415,0.08674605013954471,0.6983669147532767,0.5818679530358996,-0.9770331131219933,1.1353338983445338,-0.4274336328480615,0.8551832721741339,0
-1.245968904705808,1.2694685595856334,-2.7322258647152,1.6080465636765573,-0.7810247718253994,-0.07260455725109702,2.066421445083324,0.22180201703854288,-0.3946519243260115,-0.18712537814423016,0.6233235142877551,-0.7874053670524012,-0.9253998895119724,1.2162877118777886,0.22279089459759308,-0.6176509172147066,-0.4910235384370499,0.07057603012466888,-1.0261408102494038,0.8698244074839256,0.03663591878165658,0.4685267281789808,-0.059307545979861535,-0.3495780018211936,1.8125468933413373,-0.46473296348771737,-1.1383130896061209,0.5823785293207772,-1.707501288574841,1.7779170630991705,-0.5341259015055344,-0.014607608470251126,-0.06341995694615087,1.228612247934579,0.18359698066306845,0
-0.15985864614796977,0.8480098817452356,1.014855104486521,-0.3994608839046652,-0.6983518574528159,1.0198458104686565,3.722133737825468,-1.2081232280031,-0.4921778883383786,-2.1738113141670543,-1.4579496212710379,-1.5289833267228057,0.643534837027697,0.35783010725767306,-1.2944732657955875,2.083103940024726,1.3070833679118212,0.0028365018208600596,-2.096326473546726,1.4372460499313375,-0.7923116800676493,0.2839850222276294,0.777261903116062,-0.3965506331197575,1.2235882842355867,0.217455775188949,1.4967835287262845,1.0579311645749776,0.13037804035578793,-1.5887190052430602,-0.6350220284076521,-0.9206321135285501,-1.0227325629497477,0.7854718003030808,-0.3991816731944897,0
-0.32710911915104374,1.629925197753029,0.15549020894241591,-0.7703604059015027,-1.0299445585208402,1.6978447679101905,0.3575287380442269,0.05007350708908709,-1.0372642067464033,-1.4184658685295581,-2.16205450708136,0.02108489996421755,-0.6982917731901974,-1.207622219301622,-1.0236131418060788,0.11992291627258236,0.2084610055504069,0.3891221867213137,-0.8327894315422004,1.4305641101606936,-0.6678461693707414,-1.0504191840168666,1.4559657272555058,0.17193858297158812,0.2649428581382116,-0.18063688454922236,0.020743266371339004,-0.4930086798284453,0.6619524373858788,1.408064041106589,0.10868468012677578,0.9849736750943189,1.03780316144477,0.863239835715538,-1.6875354835160274,0
-1.3391070824234175,1.036064430399516,-0.09138355732989936,1.841850932615303,0.417800337439622,1.2407319772736758,1.3419230492950553,0.2816685698427734,0.2701941212793142,0.392117915554187,0.9988185365664609,1.3103823016194398,-1.0407861696305072,1.1240598668400972,1.0098534940790427,-0.09697999989447041,-1.7012600695328595,1.4234379234442338,1.1157339138169065,-0.2134009278984776,-2.0487540284471115,-0.24125311871540903,0.42064391124468936,-0.045508673370260426,-0.6993293103686408,0.1880485663434207,-0.7442747098740682,1.037524842395457,0.9852976686977338,0.8810793262529909,0.2767121246944584,-1.0570586383291245,-0.438312276439473,-0.7436630983495965,-0.936146950463015,0
